SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
1452,2,1,1955,64055.91437875759,True,False,False,69,2904,11.067527254328331
2060,2,2,1983,202645.46873652583,False,True,False,41,4120,12.219218206474212
2183,5,1,2001,215636.3058238462,False,False,True,23,10915,12.281353135626706
2014,2,3,1980,210336.9814886116,False,False,True,44,4028,12.256470951606046
1008,5,3,1983,161063.73607289075,True,False,False,41,5040,11.989561650560379
2256,2,2,1991,162732.68100454088,True,False,False,33,4512,11.999870284718009
2122,3,2,1997,283190.3905839381,False,False,True,27,6366,12.553878239859154
2682,4,2,2005,257018.5571445656,False,False,True,19,10728,12.45690745882084
1815,3,2,1967,161315.08881199546,True,False,False,57,5445,11.991121003788827
1207,4,3,1963,171344.51259950385,True,False,False,61,4828,12.051437338453871
2154,2,3,2018,301758.3277786632,False,False,True,6,4308,12.61738505075595
1403,3,3,2007,186512.3186615685,False,True,False,17,4209,12.13625792925112
1151,5,2,2019,147961.73986336417,True,False,False,5,5755,11.904715763369996
1053,4,3,2005,96856.0932254072,True,False,False,19,4212,11.480991905445038
2143,4,3,2002,241976.24174705177,True,False,False,22,8572,12.396598958349008
2696,2,1,2018,256546.84581714935,False,False,True,6,5392,12.455070459597962
2943,4,1,2009,245612.12503446644,False,False,True,15,11772,12.411512914521303
1627,4,1,1981,192616.91072899688,False,False,True,43,6508,12.168463768461683
1586,4,2,1996,234537.6253437164,True,False,False,28,6344,12.365375566923932
2648,2,2,1971,266525.8016301305,True,False,False,53,5296,12.493230086499912
2991,3,3,1953,411274.8172102008,False,True,False,71,8973,12.927019356502122
2443,2,3,1974,241617.27376623056,False,False,True,50,4886,12.395114378632135
2445,5,2,2010,230463.81535562876,False,False,True,14,12225,12.347853484889459
1103,4,1,1961,249885.94696430844,True,False,False,63,4412,12.42876388242287
2875,4,3,1980,320712.17394718895,True,False,False,44,11500,12.678302463562792
1253,3,1,1950,131536.1635751427,False,True,False,74,3759,11.787044703411226
2250,4,3,2010,258681.64856947903,True,False,False,14,9000,12.463357294295337
2135,3,1,1955,236721.57971005855,True,False,False,69,6405,12.374644184742232
1509,4,3,1971,152417.95938444213,True,False,False,53,6036,11.934388319906697
2496,4,1,1961,277449.0163566118,False,True,False,63,9984,12.533396074707413
1098,2,1,1972,97639.64420350434,False,True,False,52,2196,11.48904912222688
1152,2,2,1984,68864.72803706494,False,True,False,40,2304,11.139913917241602
2884,5,3,1963,292602.0202390748,False,True,False,61,14420,12.586572089589648
1913,3,1,1979,163126.63462798466,False,True,False,45,5739,12.00228820790482
2919,5,2,1971,316117.1565885165,False,False,True,53,14595,12.663871335935708
1877,2,3,1965,173591.51575437415,True,False,False,59,3754,12.064465968265063
1337,3,2,2020,245240.86934782268,False,True,False,4,4011,12.410000224371723
2729,2,1,1964,299136.08095898724,False,True,False,60,5458,12.60865721205575
1821,3,3,1951,102620.91177154332,False,True,False,73,5463,11.53880675394183
2186,4,1,1971,174740.9101274219,False,True,False,53,8744,12.0710653650469
2743,5,1,2012,303839.76221234776,True,False,False,12,13715,12.62425903464074
1956,5,2,1964,255500.6502956529,True,False,False,60,9780,12.450984147687826
2704,3,1,1968,305226.1480002337,False,False,True,56,8112,12.628811525944462
1160,5,3,1970,174048.9195625192,True,False,False,54,5800,12.067097431087907
2603,2,2,1976,240369.9407103269,False,True,False,48,5206,12.389938595427955
1800,5,1,1968,310732.5930169608,False,True,False,56,9000,12.646691209964485
1397,3,1,1975,125680.08165265153,False,True,False,49,4191,11.74150287929485
2300,5,1,1998,303253.7531069421,False,True,False,26,11500,12.622328500572802
1815,5,2,2007,137931.9765937645,True,False,False,17,9075,11.834523169303356
2939,2,3,2016,238181.44457414243,True,False,False,8,5878,12.380792232826888
2527,4,2,1974,299144.4834011201,False,False,True,50,10108,12.60868530059663
2919,2,1,1971,340122.3586828582,True,False,False,53,5838,12.737063650444673
2415,5,2,1963,230193.1787231853,False,True,False,61,12075,12.346678487040467
2158,5,1,1958,300494.89658879273,False,True,False,66,10790,12.613189377585606
2218,4,2,1971,267560.2687840433,True,False,False,53,8872,12.49710386127538
1400,4,1,1964,173748.30901295756,False,False,True,60,5600,12.06536878651529
1639,2,2,1989,198112.8732028993,False,False,True,35,3278,12.196597261546524
2056,4,1,2014,237224.42820565245,True,False,False,10,8224,12.37676614190157
1687,2,1,2002,130383.649751031,True,False,False,22,3374,11.778244204912346
1459,3,2,1980,248587.29005790915,True,False,False,44,4377,12.423553353401108
1954,5,2,1959,268826.7410314462,False,True,False,65,9770,12.50182608554803
2906,4,1,1983,307426.13760987023,True,False,False,41,11624,12.635993387289208
1469,3,3,1986,224293.97218700784,True,False,False,38,4407,12.320717304684209
2398,3,1,1962,335992.3788479656,False,False,True,62,7194,12.724846732941554
2045,2,1,1987,265649.0843029641,False,False,True,37,4090,12.489935249225036
1749,2,3,1994,218960.6472310992,False,True,False,30,3498,12.296651866663515
2693,4,1,1959,257512.558546102,False,False,True,65,10772,12.458827652247695
1037,2,2,1971,86619.3046619419,False,False,True,53,2074,11.369289531986421
1229,3,2,2010,48780.11212797354,True,False,False,14,3687,10.795098470361468
2388,3,3,1987,274896.26156200573,False,False,True,37,7164,12.524152712524986
1562,5,1,2007,181237.83172594447,False,False,True,17,7810,12.107570952754696
1437,3,2,1975,49052.37096077934,False,False,True,49,4311,10.80066418762246
2799,4,1,1998,182649.2382746536,False,False,True,26,11196,12.115328336764891
2306,5,3,2011,347942.00526169845,False,False,True,13,11530,12.759793967359908
1026,2,2,1958,31998.01567703142,False,False,True,66,2052,10.373460421215993
1225,5,3,2009,181103.2634891242,False,False,True,15,6125,12.106828185776193
2300,3,1,1979,172216.0833107921,False,False,True,45,6900,12.05651107227346
1797,4,1,1970,273262.8516738026,False,True,False,54,7188,12.518193097064321
2632,2,1,1999,306987.05161477905,True,False,False,25,5264,12.634564105990371
1283,2,3,1978,172933.77203910236,False,False,True,46,2566,12.060669762145972
1878,3,2,1989,159685.44672150235,True,False,False,35,5634,11.980967463485232
1959,4,3,1966,244916.4657968306,False,False,True,58,7836,12.40867655847332
2504,3,2,2017,250927.64164111172,False,True,False,7,7512,12.43292388144353
1452,3,1,2013,86276.33242040729,False,False,True,11,4356,11.36532218232007
2019,4,1,1972,209029.94857251868,False,True,False,52,8076,12.25023759927864
2852,3,3,1956,267060.0307693574,False,False,True,68,8556,12.49523249092255
1815,4,2,1983,158867.81990114367,False,False,True,41,7260,11.975834108607824
1658,4,1,1973,200254.7187053508,True,False,False,51,6632,12.207350422352306
2539,3,1,1956,197039.39492254207,False,False,True,68,7617,12.191164037068406
1546,3,3,1957,251427.1553830112,False,False,True,67,4638,12.434912563230991
2215,5,3,1952,298798.8574661124,False,True,False,72,11075,12.607529255219642
2072,2,2,1953,209615.3837860778,True,False,False,71,4144,12.25303439529246
2535,2,1,2012,343628.22962201404,False,False,True,12,5070,12.747318534222682
1016,4,2,2015,86742.69815572829,True,False,False,9,4064,11.37071305143242
2195,5,2,2018,260504.83069560924,True,False,False,6,10975,12.470380522633743
2243,4,2,1959,267664.3312110141,False,False,True,65,8972,12.49749271499933
1157,5,3,2012,87137.890454451,False,False,True,12,5785,11.37525856668299
1476,4,2,1986,217625.4427144939,False,False,True,38,5904,12.290535306408627
2069,2,2,2021,179619.68105889083,False,False,True,3,4138,12.098602578882883
2396,5,2,1952,304272.5427676434,False,False,True,72,11980,12.625682387536132
1517,3,3,1978,180446.9392014465,True,False,False,46,4551,12.103197589675695
1098,3,3,2011,96810.15543797814,False,True,False,13,3294,11.480517508752678
2915,2,1,1982,293526.34787643905,True,False,False,42,5830,12.589726092364094
2768,5,3,2009,333027.9076426232,False,False,True,15,13840,12.71598457493244
2060,3,3,1991,261561.33142323635,True,False,False,33,6180,12.474427895166746
1279,3,2,2011,60826.5300881568,False,True,False,13,3837,11.015797762974982
2372,3,1,1955,278442.1634559852,True,False,False,69,7116,12.536969236574137
1496,2,3,1998,123828.10360692852,False,False,True,26,2992,11.726657697282262
1301,4,1,2021,88586.0572983957,False,False,True,3,5204,11.39174104576888
1180,3,2,1992,134443.89746195945,False,False,True,32,3540,11.808909709782792
1606,3,3,1958,136925.17083144034,False,True,False,66,4818,11.827197160511403
2122,4,2,2000,234164.8909559664,False,False,True,24,8488,12.363785078872882
1699,3,2,1963,150304.54943999165,False,False,True,61,5097,11.920425497481217
1992,5,1,1973,240050.4959834057,False,False,True,51,9960,12.388608745905533
2139,3,3,2021,277542.7034815458,False,False,True,3,6417,12.533733689791962
1190,4,1,1982,197241.25178700703,True,False,False,42,4760,12.192187956755388
1252,2,2,1978,101805.59807931488,False,False,True,46,2504,11.530830195136867
1980,2,3,1951,197810.6222732038,True,False,False,73,3960,12.19507045414531
1927,5,2,2001,172279.06490573462,False,True,False,23,9635,12.05687671591359
2184,3,1,1994,205236.28390756497,True,False,False,30,6552,12.231922071230102
2279,3,1,1987,206408.53323173916,True,False,False,37,6837,12.237617499661177
2346,4,2,1994,279439.98438546,True,False,False,30,9384,12.540546402182281
1127,4,1,1965,127174.72259461066,True,False,False,59,4508,11.753325051566788
1017,5,1,1996,127458.03900892238,True,False,False,28,5085,11.75555032928959
2816,5,2,1974,356063.8292210288,True,False,False,50,14080,12.782868097808597
2758,3,3,2006,344787.61939305766,False,True,False,18,8274,12.750686810826307
1565,3,3,1968,153282.85159103858,False,False,True,56,4695,11.940046720701089
1569,5,3,1987,23125.99668198565,False,True,False,37,7845,10.048755901658067
2346,2,2,2015,297939.72321022314,True,False,False,9,4692,12.604649830299314
2895,2,2,1956,348536.6136271412,True,False,False,68,5790,12.761501433422218
1685,2,1,1969,145096.73485398138,True,False,False,55,3370,11.885162827819906
2815,2,3,1953,316533.4621599929,False,True,False,71,5630,12.665187399820459
1625,5,1,1964,273166.5599546608,True,False,False,60,8125,12.517840658613348
2311,4,2,2013,343467.41393072536,False,True,False,11,9244,12.746850432794204
2966,2,3,2006,258865.961319416,True,False,False,18,5932,12.464069545852317
1853,5,2,1999,197763.06532333908,True,False,False,25,9265,12.194830009893629
2686,2,1,1966,196431.16181485064,False,True,False,58,5372,12.188072418190597
1961,3,1,1965,192271.5714413316,False,True,False,59,5883,12.166669287193201
2662,2,2,1952,252805.98468674356,False,True,False,72,5324,12.440381570171985
1154,5,2,1994,20075.48609393928,False,True,False,30,5770,9.907304563170449
1489,3,3,1993,225167.54229185847,True,False,False,31,4467,12.324604477621223
2409,3,2,2011,333108.7015124155,True,False,False,13,7227,12.716227148682343
1784,2,1,1958,253462.8412249309,False,False,True,66,3568,12.442976453673632
2127,2,1,2009,273921.24430261354,True,False,False,15,4254,12.520599565179598
2952,3,2,2006,230500.45057300347,True,False,False,18,8856,12.348012434557404
2416,4,2,2010,361696.0810396887,True,False,False,14,9664,12.798562347793412
2834,5,3,2013,319789.84660978575,True,False,False,11,14170,12.675422456739051
1245,5,1,1966,174765.256712796,True,False,False,58,6225,12.071204684168588
2199,5,1,2007,300718.816645502,False,False,True,17,10995,12.613934268519538
2062,5,1,1996,261326.85093700883,False,True,False,28,10310,12.473531031887019
2500,5,2,2001,363561.9094447919,True,False,False,23,12500,12.80370762685442
2705,3,1,1967,251734.5890102333,True,False,False,57,8115,12.436134565686078
1758,5,2,1986,280965.8950193331,False,True,False,38,8790,12.545992130056485
1537,4,3,2019,110904.32560798927,False,True,False,5,6148,11.61643219389861
2890,4,2,1966,335743.30890850566,False,False,True,58,11560,12.724105163857628
2841,2,3,1952,276296.33685332374,False,False,True,72,5682,12.52923287225964
1920,2,3,1982,222212.13213889327,False,False,True,42,3840,12.311392254976372
1407,2,2,1956,221697.81574055224,False,True,False,68,2814,12.309075053869577
1524,2,3,1951,223582.38488034377,True,False,False,73,3048,12.317539710169166
1827,3,2,1983,206212.79258609767,False,True,False,41,5481,12.236668737688321
2529,4,1,1953,214945.59477018565,True,False,False,71,10116,12.278144879836558
1902,3,2,1998,152143.29657619866,False,True,False,26,5706,11.93258466908981
2848,4,3,1966,376480.3015198191,False,True,False,58,11392,12.838623661030807
1035,3,3,2020,135298.4456835019,False,True,False,4,3105,11.815245717206672
1684,4,1,1961,160232.42030870466,False,True,False,63,6736,11.984386908018276
1019,2,2,1993,70855.37071563367,True,False,False,31,2038,11.16841015943398
1320,4,1,1998,183736.7270283909,True,False,False,26,5280,12.121264623162192
2799,2,3,2018,388318.721111638,True,False,False,6,5598,12.869584302768056
1511,4,2,1966,165073.71563418454,True,False,False,58,6044,12.014153472415124
1399,3,3,1987,213210.0434161304,False,False,True,37,4197,12.27003776831944
1653,5,2,2005,140382.87226040527,False,False,True,19,8265,11.852135894035657
1971,4,1,2010,260495.08469184453,False,True,False,14,7884,12.470343110088882
2906,3,1,1981,385304.7144909709,True,False,False,43,8718,12.861792361781118
1470,5,3,2005,144254.79594351217,True,False,False,19,7350,11.879343363414195
2166,3,1,1972,277469.1074047808,False,True,False,52,6498,12.533468485302443
2115,5,1,2015,252361.13148515,False,True,False,9,10575,12.438620364657469
2377,2,3,2016,256202.9962478454,False,True,False,8,4754,12.453729266480208
1833,4,3,1954,139343.72748855263,True,False,False,70,7332,11.844706195728921
2823,3,3,1972,246154.6872755705,True,False,False,52,8469,12.413719489837451
1726,4,2,2000,218372.93023353268,True,False,False,24,6904,12.293964148665493
2982,2,3,1974,309839.69209195976,False,False,True,50,5964,12.64381354789373
1853,2,2,1973,219293.0105853752,False,True,False,51,3706,12.298168622520816
1050,4,3,1979,203482.1889124172,True,False,False,45,4200,12.22333867068542
2688,3,2,2000,220036.0304825068,False,True,False,24,8064,12.301551131545244
2721,3,3,1979,365466.45278472325,False,False,True,45,8163,12.80893250573831
1574,3,2,2021,125013.14514330492,False,True,False,3,4722,11.736182171028638
2213,4,1,1995,234126.80566940556,True,False,False,29,8852,12.363622423313265
2148,3,3,2006,213331.2022846543,False,True,False,18,6444,12.270605864863008
1149,3,3,1978,91677.1743135704,True,False,False,46,3447,11.42603961806759
1313,5,2,2011,262434.5217293376,False,False,True,13,6565,12.477760699334171
1569,3,1,1978,184359.5380741188,False,False,True,46,4707,12.124648565435733
2365,2,1,1986,323820.0405682337,True,False,False,38,4730,12.687946298251163
1304,3,2,1989,97808.59675103222,False,False,True,35,3912,11.490777977497512
2715,4,3,2004,298075.9523945043,False,True,False,20,10860,12.605106961663799
1681,4,1,1975,128702.11481480266,False,False,True,49,6724,11.76526359542657
1837,3,3,1976,129730.19741095706,False,False,True,48,5511,11.773219876546026
2806,4,2,2000,326637.4753191202,False,False,True,24,11224,12.696609258211073
2077,4,3,1971,241442.143756707,False,False,True,53,8308,12.394389294778017
2002,3,1,2014,259033.5696091164,True,False,False,10,6006,12.464716805169166
1443,5,2,1987,299103.33982685435,False,False,True,37,7215,12.608547754131145
1612,5,1,1950,127303.85743184252,True,False,False,74,8060,11.754339941176854
1992,5,3,1964,210318.9028635672,True,False,False,60,9960,12.256384997552987
1263,5,3,1960,188936.21799927184,True,False,False,64,6315,12.149170058959784
2076,2,2,2005,185380.12933067384,False,True,False,19,4152,12.130169143388146
2595,3,1,1987,294176.3398072445,False,True,False,37,7785,12.59193806109414
2003,4,1,2003,198735.76407487172,True,False,False,21,8012,12.199736434449274
2643,4,1,1972,268807.8484225868,False,True,False,52,10572,12.501755805328129
